hoy,battery_soc_r2_gwh_target,battery_soc_r5_gwh_target,battery_soc_r6_gwh_target,climatology_eue_gwh
300,84.74428947368428,79.27855000000001,82.08184999999999,0.0
301,84.74428947368428,79.27855000000001,82.08184999999999,0.0
302,84.74428947368428,79.27855000000001,82.08184999999999,0.0
303,84.74428947368428,79.27855000000001,82.08184999999999,0.0
304,84.74428947368428,79.27855000000001,82.08184999999999,0.0
305,84.74428947368428,79.27855000000001,82.08184999999999,0.0
306,84.74428947368428,79.27855000000001,82.08184999999999,0.0
307,84.74428947368428,79.27855000000001,82.08184999999999,0.0
308,84.74428947368428,79.27855000000001,82.08184999999999,0.0
309,84.74428947368428,79.27855000000001,82.08184999999999,0.0
310,84.74428947368428,79.27855000000001,82.08184999999999,0.0
311,84.74428947368428,79.27855000000001,82.08184999999999,0.0
312,84.74428947368428,79.27855000000001,82.08184999999999,0.0
313,84.74428947368428,82.83005,82.08184999999999,0.0
314,84.74428947368428,82.83005,90.45785,0.0
315,84.74428947368428,92.1652,90.45785,0.0
316,91.70113947368428,92.1652,90.45785,0.0
317,91.70113947368428,92.1652,90.45785,0.0
318,91.70113947368428,92.1652,90.45785,0.0
319,86.64535000000004,92.1652,90.45785,0.0
320,86.64535000000004,92.1652,90.45785,0.0
321,86.64535000000004,92.1652,90.45785,0.0
322,86.64535000000004,92.1652,90.45785,0.0
323,86.64535000000004,92.1652,90.45785,0.0
324,86.64535000000004,92.1652,90.45785,0.0
325,86.64535000000004,92.1652,90.45785,0.0
326,86.64535000000004,92.1652,90.45785,0.0
327,86.64535000000004,92.1652,90.45785,0.0
328,86.64535000000004,92.1652,90.45785,0.0
329,86.64535000000004,92.1652,90.45785,0.0
330,86.64535000000004,92.1652,90.45785,0.0
331,86.64535000000004,92.1652,90.45785,0.0
332,86.64535000000004,92.1652,90.45785,0.0
333,86.64535000000004,92.1652,90.45785,0.0
334,86.64535000000004,92.1652,90.45785,0.0
335,86.64535000000004,92.1652,90.45785,0.0
336,86.64535000000004,93.24975,90.45785,0.0
337,91.34730000000002,93.24975,90.45785,0.0
338,100.0,93.24975,90.45785,0.0
339,100.0,93.24975,100.0,0.0
340,100.0,100.0,100.0,0.0
341,100.0,100.0,100.0,0.0
342,100.0,100.0,100.0,0.0
343,100.0,100.0,100.0,0.0
344,100.0,100.0,100.0,0.0
345,100.0,100.0,100.0,0.0
346,100.0,100.0,100.0,0.0
347,100.0,100.0,100.0,0.0
348,100.0,100.0,100.0,0.0
349,100.0,100.0,100.0,0.0
350,100.0,100.0,100.0,0.0
351,100.0,100.0,100.0,0.0
352,98.52584999999999,89.37221828254843,95.61135000000002,0.0
353,98.52584999999999,89.37221828254843,95.61135000000002,0.0
354,98.52584999999999,89.37221828254843,95.61135000000002,0.0
355,98.52584999999999,89.37221828254843,95.61135000000002,0.0
356,98.52584999999999,89.37221828254843,95.61135000000002,0.0
357,98.52584999999999,89.37221828254843,95.61135000000002,0.0
358,98.52584999999999,89.37221828254843,95.61135000000002,0.0
359,98.52584999999999,89.37221828254843,95.61135000000002,0.0
360,98.52584999999999,89.37221828254843,95.61135000000002,0.0
361,99.00125000000001,89.37221828254843,95.61135000000002,0.0
362,99.00125000000001,93.3950182825484,95.61135000000002,0.0
363,99.00125000000001,93.3950182825484,100.0,0.0
364,100.0,93.3950182825484,100.0,0.0
365,100.0,93.3950182825484,100.0,0.0
366,100.0,93.3950182825484,100.0,0.0
367,100.0,93.3950182825484,100.0,0.0
368,100.0,93.3950182825484,100.0,0.0
369,87.88626038781166,93.3950182825484,100.0,0.0
370,87.88626038781166,93.3950182825484,100.0,0.0
371,87.88626038781166,93.3950182825484,100.0,0.0
372,87.88626038781166,93.3950182825484,100.0,0.0
373,87.88626038781166,93.3950182825484,100.0,0.0
374,87.88626038781166,93.3950182825484,100.0,0.0
375,87.88626038781166,93.3950182825484,100.0,0.0
376,87.88626038781166,93.3950182825484,100.0,0.0
377,87.88626038781166,89.81939653739602,96.95745000000004,0.0
378,87.88626038781166,89.81939653739602,96.95745000000004,0.0
379,87.88626038781166,89.81939653739602,96.95745000000004,0.0
380,87.88626038781166,89.81939653739602,96.95745000000004,0.0
381,87.88626038781166,89.81939653739602,96.95745000000004,0.0
382,87.88626038781166,89.81939653739602,96.95745000000004,0.0
383,87.88626038781166,89.81939653739602,96.95745000000004,0.0
384,87.88626038781166,89.81939653739602,96.95745000000004,0.0
385,87.88626038781166,89.81939653739602,96.95745000000004,0.0
386,90.48396038781166,89.81939653739602,96.95745000000004,0.0
387,94.06046038781167,89.81939653739602,96.95745000000004,0.0
388,94.95656038781168,89.81939653739602,96.95745000000004,0.0
389,94.95656038781168,89.81939653739602,96.95745000000004,0.0
390,94.95656038781168,89.81939653739602,96.95745000000004,0.0
